Customer ID,Age,Annual Income (USD),Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
CUST0033,33.0,60916.78,Male,Shirt,Clothing,151.76,Miami,XL,Black,Winter,5.0,Yes,Standard,,No,,Credit Card,Weekly
CUST0034,32.0,48685.23,Female,Dress,Clothing,177.89,New York,S,White,Winter,5.0,No,Same-Day,No,Yes,4.0,PayPal,Weekly
CUST0035,64.0,75795.5,Male,Pants,Clothing,28.16,Miami,XL,Black,Winter,5.0,Yes,Same-Day,No,No,15.0,Credit Card,Fortnightly
CUST0036,61.0,111508.02,Male,Jacket,Clothing,592.58,Los Angeles,S,Blue,Summer,4.0,No,Same-Day,No,No,14.0,Debit Card,Fortnightly
CUST0037,20.0,43711.25,Female,Dress,Clothing,48.32,Miami,L,Black,Spring,4.0,No,Same-Day,No,Yes,0.0,Apple Pay,Weekly
CUST0038,54.0,76849.41,Female,Jacket,Clothing,394.7,Miami,M,White,Fall,5.0,Yes,Same-Day,No,No,10.0,Credit Card,Monthly
CUST0039,24.0,47012.14,Male,Dress,Clothing,135.65,New York,S,Yellow,Summer,5.0,No,Express,Yes,No,0.0,PayPal,Fortnightly
CUST0040,38.0,66838.49,Female,Jacket,Clothing,337.09,Houston,M,White,Fall,5.0,No,Same-Day,No,No,7.0,Credit Card,Fortnightly
CUST0041,26.0,24428.13,Female,Shirt,Clothing,41.8,Miami,S,White,Winter,5.0,Yes,Standard,No,No,2.0,Debit Card,Weekly
CUST0042,56.0,49838.27,Female,Shirt,Clothing,60.7,Miami,S,Red,Winter,5.0,No,Express,,Yes,,Credit Card,Monthly
CUST0043,35.0,37584.16,Female,Pants,Clothing,33.68,Houston,S,,Summer,5.0,Yes,Standard,No,No,2.0,PayPal,Weekly
CUST0044,21.0,31484.87,Female,Pants,Clothing,33.15,New York,S,Red,Spring,5.0,Yes,Same-Day,No,No,4.0,Credit Card,Weekly
CUST0045,42.0,75368.37,Male,Jacket,Clothing,549.98,Houston,S,Yellow,Winter,4.0,Yes,Standard,Yes,Yes,11.0,Apple Pay,Monthly
CUST0046,31.0,80146.56,Male,Shirt,Clothing,187.24,New York,M,Green,Fall,4.0,No,Express,No,Yes,7.0,Credit Card,Monthly
CUST0047,26.0,59903.91,Female,Shoes,Footwear,117.76,Los Angeles,S,Yellow,Fall,5.0,No,Express,Yes,No,5.0,PayPal,Monthly
CUST0048,43.0,70617.99,Male,Shirt,Clothing,110.45,New York,M,Blue,Summer,4.0,Yes,Express,No,Yes,8.0,Credit Card,Fortnightly
CUST0049,19.0,43294.06,Male,Dress,Clothing,119.8,Los Angeles,L,Black,Fall,4.0,No,Standard,Yes,Yes,1.0,Apple Pay,Weekly
CUST0050,37.0,30777.29,Female,Shirt,Clothing,21.06,Los Angeles,XL,White,Spring,4.0,,Express,Yes,Yes,5.0,Credit Card,Fortnightly
CUST0051,45.0,90890.36,Male,Shoes,Footwear,179.56,New York,S,Green,Winter,5.0,No,Standard,Yes,Yes,10.0,Debit Card,Monthly
CUST0052,64.0,85417.3,Female,Pants,Clothing,95.01,Chicago,XL,Blue,Fall,5.0,Yes,Same-Day,No,Yes,15.0,Credit Card,Fortnightly
CUST0053,24.0,20214.14,Female,Dress,Clothing,85.1,New York,M,Red,Fall,5.0,Yes,Same-Day,No,Yes,1.0,PayPal,Monthly
CUST0054,61.0,92875.08,Male,Shoes,Footwear,404.67,Miami,L,White,Winter,5.0,No,Standard,Yes,Yes,10.0,Credit Card,Monthly
CUST0055,25.0,60077.45,Female,Pants,Clothing,108.48,Miami,L,Yellow,Summer,5.0,Yes,Express,Yes,Yes,1.0,PayPal,Weekly
CUST0056,64.0,61694.24,Female,Pants,Clothing,140.25,Chicago,L,Red,Fall,5.0,Yes,Standard,No,Yes,9.0,Credit Card,Weekly
CUST0057,52.0,100819.55,Female,Bag,Unknown,506.75,Los Angeles,XL,Blue,Summer,4.0,No,Standard,No,No,10.0,Debit Card,Weekly
CUST0058,31.0,89060.39,Female,Shoes,Footwear,290.01,Chicago,M,Blue,Summer,4.0,Yes,Standard,No,No,6.0,Credit Card,Fortnightly
CUST0059,34.0,57727.99,Female,Shirt,Clothing,130.43,Miami,S,Yellow,Fall,5.0,Yes,Same-Day,No,No,6.0,Credit Card,Weekly
CUST0060,53.0,91205.51,Male,Dress,Clothing,180.27,Chicago,S,Green,Spring,5.0,No,Standard,No,No,15.0,Credit Card,Monthly
CUST0061,57.0,60812.78,Male,Dress,Clothing,169.31,New York  ,M,Yellow,Summer,5.0,Yes,Same-Day,Yes,No,8.0,Credit Card,Weekly
CUST0062,21.0,26501.56,Female,Shirt,Clothing,47.56,Chicago,XL,Black,,5.0,Yes,Standard,No,Yes,1.0,Credit Card,Fortnightly
CUST0063,19.0,43303.36,Female,Shirt,Clothing,70.65,Los Angeles,S,Red,Summer,Five,Yes,Same-Day,Yes,Yes,0.0,Google Pay,Weekly
CUST0064,23.0,26439.16,Male,Dress,Clothing,,New York,M,Green,Winter,4.0,Yes,Standard,No,,4.0,Google Pay,Weekly
CUST0065,59.0,71431.32,Female,Dress,Clothing,166.24,Houston,S,White,Spring,4.0,Yes,Standard,Yes,No,10.0,Debit Card,Weekly
CUST0066,21.0,30223.43,Male,Shirt,Clothing,57.18,Miami,L,Black,Spring,4.0,Yes,Express,Yes,Yes,4.0,Credit Card,Fortnightly
CUST0067,46.0,96974.5,Female,Pants,Clothing,193.58,Miami,S,Green,Winter,4.0,Yes,Express,No,No,7.0,Credit Card,Monthly
CUST0068,35.0,81673.24,female,Pants,Clothing,63.26,Chicago,XL,Red,Winter,5.0,Yes,Standard,Yes,Yes,7.0,PayPal,Monthly
CUST0069,43.0,95750.8,Female,Dress,Clothing,52.89,New York  ,M,Blue,Summer,4.0,No,Standard,Yes,No,13.0,Credit Card,Monthly
CUST0070,61.0,59799.67,Female,Dress,Clothing,99.64,Houston,XL,White,Winter,4.0,Yess,Standard,Yes,Yes,7.0,PayPal,Weekly
CUST0071,51.0,78253.13,Female,Shirt,Clothing,104.99,New York,M,Yellow,Spring,5.0,Yes,Standard,Yes,No,8.0,Credit Card,Weekly
CUST0072,27.0,40318.54,Female,Shirt,Clothing,40.05,Miami,L,Red,Winter,5.0,Yess,Express,No,Yes,4.0,Google Pay,Fortnightly
CUST0073,53.0,73892.67,Female,Dress,Clothing,46.99,New York,M,Black,Fall,4.0,Yes,Same-Day,Yes,No,7.0,Credit Card,Monthly
CUST0074,31.0,60659.51,Male,Jacket,Clothing,51.35,Houston,S,Black,Fall,4.0,Yes,Standard,No,No,3.0,PayPal,Weekly
CUST0075,,103924.72,Male,Pants,Clothing,294.49,Chicago,S,Blue,Summer,5.0,Yes,Express,Yes,Yes,10.0,Credit Card,Weekly
CUST0076,65.0,51556.69,Male,Pants,Clothing,40.32,Los Angeles,L,Blue,Spring,5.0,Yes,Standard,No,Yes,8.0,PayPal,Weekly
CUST0077,32.0,68044.09,Female,Pants,Clothing,78.66,New York,M,White,Fall,5.0,Yes,Standard,No,No,2.0,Credit Card,Fortnightly
CUST0078,25.0,75334.57,Female,Jacket,Clothing,187.7,Los Angeles,L,Yellow,Winter,5.0,Yes,Same-Day,No,No,6.0,PayPal,Monthly
CUST0079,31.0,61201.52,Female,Jacket,Clothing,368.41,Miami,S,White,Fall,5.0,No,Standard,Yes,Yes,7.0,Apple Pay,Fortnightly
CUST0080,40.0,112535.92,Female,Shoes,Footwear,549.57,Chicago,XL,Blue,Fall,5.0,No,Standard,No,Yes,12.0,Credit Card,Monthly
CUST0081,57.0,54524.22,Female,Pants,Clothing,178.32,Chicago,L,Blue,Summer,Five,No,Same-Day,No,Yes,12.0,Credit Card,Monthly
CUST0082,38.0,50106.91,Female,Shirt,Clothing,107.95,New York,XL,Black,Winter,5.0,No,Same-Day,Yes,No,5.0,Debit Card,Weekly
CUST0083,33.0,28319.2,Female,Pants,Clothing,57.02,Chicago,XL,Blue,Winter,4.0,No,Same-Day,No,No,5.0,Credit Card,Weekly
CUST0084,62.0,99920.89,Male,Dress,Clothing,287.88,New York  ,M,Green,Winter,5.0,Yes,Same-Day,Yes,Yes,16.0,Credit Card,Weekly
CUST0085,35.0,88087.31,Female,Shirt,Clothing,54.71,New York,L,Red,Summer,5.0,Yes,Express,Yes,No,5.0,Credit Card,Weekly
CUST0086,64.0,68888.31,Male,Dress,Clothing,198.32,Los Angeles,XL,Blue,Winter,4.0,Yes,Express,No,No,15.0,Credit Card,Weekly
CUST0087,41.0,80599.37,Male,Bag,Accessories,608.86,Chicago,XL,White,Winter,5.0,Yes,Express,Yes,Yes,6.0,PayPal,Monthly
CUST0088,43.0,52490.22,Female,Bag,Accessories,374.01,New York,M,Yellow,Fall,4.0,Yes,Standard,Yes,No,6.0,PayPal,Weekly
CUST0089,42.0,123915.04,Female,Pants,Clothing,64.51,Los Angeles,M,Yellow,Fall,5.0,No,Same-Day,Yes,Yes,13.0,Credit Card,Weekly
CUST0090,62.0,72584.42,Male,Jacket,Unknown,322.74,Houston,S,Yellow,Winter,5.0,No,Same-Day,No,Yes,9.0,PayPal,Fortnightly
CUST0091,58.0,72187.9,Male,Shirt,Clothing,73.48,Los Angeles,XL,Green,Spring,5.0,Yes,Express,Yes,No,10.0,PayPal,Fortnightly
CUST0092,46.0,103144.17,Female,Bag,Accessories,510.39,Los Angeles,S,White,Spring,5.0,Yes,Standard,Yes,No,13.0,Debit Card,Monthly
CUST0093,32.0,62215.14,Female,Shoes,Footwear,163.4,New York,XL,Green,Winter,4.0,Yess,Standard,Yes,Yes,3.0,Debit Card,Monthly
CUST0094,62.0,74477.68,Male,Pants,Clothing,105.09,Miami  ,S,Blue,Spring,5.0,No,Standard,No,Yes,11.0,Credit Card,Fortnightly
CUST0095,18.0,27095.26,Female,Pants,Clothing,28.31,Miami,M,Red,Summer,5.0,No,Express,Yes,Yes,0.0,PayPal,Fortnightly
CUST0096,42.0,84429.37,Female,Jacket,Clothing,296.16,Miami,L,Yellow,Fall,5.0,Yes,Standard,No,No,11.0,PayPal,Weekly
CUST0097,24.0,53820.24,Female,Jacket,Clothing,263.57,Los Angeles,M,White,Summer,5.0,No,Standard,Yes,Yes,5.0,Credit Card,Weekly
CUST0098,26.0,75181.3,Male,Pants,Clothing,169.14,New York,S,Yellow,Fall,5.0,Yes,Standard,No,Yes,8.0,PayPal,Monthly
CUST0099,41.0,106863.73,Male,Shoes,Footwear,529.1,Chicago,S,Green,Spring,5.0,No,Same-Day,No,Yes,10.0,Credit Card,Fortnightly
CUST0100,18.0,29887.84,male,Shirt,Clothing,51.47,Los Angeles,L,Black,Spring,4.0,No,Express,No,Yes,0.0,Credit Card,Monthly
CUST0101,61.0,50207.9,Female,Dress,Clothing,84.36,Los Angeles,XL,Blue,Winter,5.0,Yes,Same-Day,Yes,No,9.0,Debit Card,Weekly
CUST0102,25.0,53113.2,Female,Shirt,Clothing,92.87,New York,S,Red,Spring,5.0,No,Same-Day,Yes,No,6.0,PayPal,Monthly
CUST0103,41.0,76114.5,male,Dress,Clothing,135.7,Houston,S,Blue,Spring,5.0,No,Express,Yes,Yes,8.0,Debit Card,Monthly
CUST0104,28.0,71412.87,Male,Dress,Clothing,133.46,Los Angeles,S,Black,Winter,4.0,Yes,Same-Day,No,No,8.0,Debit Card,Monthly
CUST0105,34.0,29613.03,Male,Dress,Clothing,51.63,Houston  ,L,Red,Winter,4.0,,Standard,Yes,No,1.0,Google Pay,Weekly
CUST0106,25.0,77943.25,Female,Jacket,Clothing,180.68,Houston,M,Black,Fall,5.0,Yes,Standard,Yes,No,2.0,Debit Card,Monthly
CUST0107,52.0,81049.8,Male,Shoes,Footwear,60.4,Miami,S,Blue,Spring,5.0,No,Standard,No,Yes,11.0,Debit Card,Weekly
CUST0108,52.0,74327.97,Male,Shirt,Clothing,101.27,New York,L,Green,Fall,5.0,Yes,Standard,Yes,No,7.0,Credit Card,Fortnightly
CUST0109,50.0,59697.39,Female,Pants,Clothing,199.57,Houston,S,Blue,Fall,5.0,Yess,Express,Yes,No,9.0,Credit Card,Monthly
CUST0110,22.0,20000.0,Female,Shirt,Clothing,28.65,New York,XL,Blue,Summer,5.0,No,Same-Day,No,Yes,0.0,Credit Card,Monthly
CUST0111,59.0,86463.41,Female,Shoes,Footwear,47.24,Miami,L,Blue,Spring,5.0,No,Same-Day,No,Yes,12.0,Debit Card,Weekly
CUST0112,56.0,71466.36,Male,Shirt,Clothing,81.51,New York,S,White,Spring,4.0,Yes,Standard,Yes,No,8.0,Debit Card,Monthly
CUST0113,58.0,44200.78,Female,Pants,Clothing,77.12,Los Angeles,L,Black,Summer,5.0,No,Standard,No,No,9.0,Credit Card,Weekly
CUST0114,45.0,52623.03,Female,Shoes,Footwear,202.85,Houston,S,Black,Fall,4.0,No,Same-Day,Yes,Yes,8.0,Debit Card,Monthly
CUST0115,24.0,31642.15,Male,Shirt,Clothing,41.43,New York,M,Yellow,Spring,5.0,No,Express,Yes,Yes,1.0,Credit Card,Fortnightly
CUST0116,26.0,80035.32,Female,Bag,Accessories,352.33,Chicago,S,Black,Fall,5.0,Yes,Same-Day,Yes,Yes,5.0,Credit Card,Fortnightly
CUST0117,25.0,51106.13,Male,Dress,Clothing,88.44,New York,L,Yellow,Summer,5.0,Yes,Standard,Yes,Yes,4.0,Google Pay,Fortnightly
CUST0118,29.0,32452.86,Male,Dress,Clothing,121.97,Houston,XL,White,Winter,5.0,Yes,Standard,Yes,No,,PayPal,Monthly
CUST0119,51.0,78856.42,Female,Shoes,Footwear,373.51,Miami,XL,Green,Fall,5.0,No,Express,,Yes,,Credit Card,Monthly
CUST0120,50.0,78181.91,Female,Shirt,Clothing,18.58,Miami,XL,,Spring,5.0,No,Same-Day,No,No,9.0,PayPal,Fortnightly
CUST0121,65.0,20000.0,Female,Dress,Clothing,89.19,Houston,S,Blue,Winter,4.0,Yes,Express,Yes,No,9.0,Debit Card,Fortnightly
CUST0122,40.0,73914.1,Female,Shirt,Clothing,68.0,Los Angeles,M,Green,Fall,5.0,Yes,Express,No,No,10.0,PayPal,Weekly
CUST0123,41.0,70381.31,Female,Shirt,Clothing,70.74,Los Angeles,S,White,Fall,4.0,No,Standard,No,Yes,6.0,Credit Card,Weekly
CUST0124,54.0,102405.16,Female,Jacket,Clothing,359.41,Miami,XL,Black,Winter,5.0,No,Same-Day,Yes,Yes,10.0,Credit Card,Fortnightly
CUST0125,52.0,131223.9,Male,Shoes,Footwear,248.17,Miami,L,Yellow,Winter,4.0,No,Standard,No,No,12.0,Credit Card,Fortnightly
CUST0126,61.0,92531.3,Male,Shirt,Clothing,77.42,Houston,XL,Blue,Winter,4.0,No,Same-Day,No,No,12.0,PayPal,Monthly
CUST0127,57.0,64622.23,Female,Dress,Clothing,260.83,Los Angeles,L,Red,Spring,5.0,Yes,,Yes,No,9.0,Debit Card,Fortnightly
CUST0128,39.0,52869.48,Male,Jacket,Clothing,58.73,Miami,M,Red,Spring,5.0,No,Standard,Yes,No,6.0,Debit Card,Weekly
CUST0129,44.0,126467.2,Female,Bag,Accessories,787.53,Los Angeles,L,Green,Fall,5.0,No,Same-Day,Yes,No,11.0,Credit Card,Weekly
CUST0130,52.0,86480.46,Male,Jacket,Clothing,281.04,Miami,S,Black,Fall,4.0,Yes,Same-Day,Yes,Yes,8.0,Credit Card,Weekly
CUST0131,18.0,35139.29,Male,Pants,Clothing,49.84,New York,S,Red,Summer,5.0,Yes,Standard,Yes,Yes,2.0,Credit Card,Weekly
CUST0132,52.0,84396.87,Male,Shirt,Clothing,58.34,Chicago,S,Green,Spring,4.0,No,Same-Day,Yes,Yes,10.0,Apple Pay,Weekly
CUST0133,54.0,89952.12,Female,Pants,Clothing,152.0,New York,L,White,Fall,5.0,Yes,Standard,Yes,No,8.0,Credit Card,Weekly
CUST0134,64.0,67112.79,Male,Dress,Clothing,146.6,Miami,S,Green,Winter,5.0,,Same-Day,No,No,11.0,Credit Card,Fortnightly
CUST0135,31.0,46395.07,Female,Shirt,Clothing,114.98,Chicago,S,Green,Winter,5.0,No,Standard,Yes,Yes,7.0,Google Pay,Weekly
CUST0136,20.0,29531.41,Male,Jacket,Clothing,158.21,Chicago,S,Green,Spring,5.0,Yes,Standard,No,Yes,4.0,Debit Card,Weekly
CUST0137,18.0,34672.47,Male,,Accessories,140.82,Miami,M,Blue,Winter,5.0,Yes,Standard,No,No,2.0,PayPal,Weekly
CUST0138,22.0,29565.75,Male,Bag,Accessories,34.31,,L,Green,Summer,5.0,No,Express,Yes,Yes,2.0,Credit Card,Weekly
CUST0139,43.0,60743.08,Male,Pants,Clothing,72.92,Los Angeles,L,Yellow,Fall,5.0,Yes,Same-Day,No,Yes,8.0,Debit Card,Fortnightly
CUST0140,31.0,56596.45,Male,Shirt,Clothing,32.93,Miami,XL,Green,Fall,5.0,No,Standard,No,Yes,7.0,Debit Card,Monthly
CUST0141,56.0,64900.46,Female,Dress,Clothing,215.93,Houston,L,Blue,Fall,5.0,No,Express,No,No,7.0,Debit Card,Monthly
CUST0142,44.0,105079.86,Female,Dress,Clothing,97.95,Miami,M,Blue,Spring,4.0,No,Standard,Yes,No,13.0,Credit Card,Monthly
CUST0143,26.0,20000.0,Male,Dress,Clothing,76.64,Houston,L,White,Winter,5.0,,Express,No,Yes,5.0,Debit Card,Monthly
CUST0144,32.0,71372.6,Male,Pants,Clothing,165.33,Miami,M,Black,Summer,5.0,No,Standard,No,No,8.0,PayPal,Weekly
CUST0145,32.0,73691.28,Male,Pants,Clothing,99.19,Los Angeles,M,Red,Spring,5.0,No,Standard,Yes,Yes,3.0,Debit Card,Monthly
CUST0146,43.0,33532.2,Male,Jacket,Clothing,118.19,Houston,L,Red,Fall,Five,No,Express,No,Yes,8.0,Debit Card,Monthly
CUST0147,59.0,63146.25,Female,Shoes,Footwear,283.57,New York,XL,Green,Summer,4.0,Yes,Express,No,No,12.0,Credit Card,Fortnightly
CUST0148,30.0,49428.39,Male,Dress,Clothing,41.27,Houston,S,White,Fall,5.0,No,Same-Day,No,No,6.0,Credit Card,Fortnightly
CUST0149,49.0,49812.21,female,Shirt,Clothing,16.05,Los Angeles,S,Green,Fall,5.0,No,Same-Day,No,No,11.0,PayPal,Fortnightly
CUST0150,56.0,54443.67,Male,Dress,Clothing,119.37,Houston,L,Red,Spring,4.0,No,Express,No,Yes,10.0,Debit Card,Weekly
CUST0151,49.0,57235.6,Female,Shirt,Clothing,163.04,Miami,L,Blue,Fall,5.0,Yes,Same-Day,Yes,Yes,10.0,Google Pay,Weekly
CUST0152,21.0,52522.7,Male,Shoes,Footwear,84.04,Miami,M,Black,Summer,5.0,No,Express,No,Yes,3.0,PayPal,Weekly
,47.0,108391.96,Male,Dress,Clothing,349.42,Los Angeles,L,White,Fall,5.0,No,Same-Day,Yes,No,12.0,Debit Card,Fortnightly
CUST0154,54.0,116788.88,female,Shirt,Clothing,87.19,Chicago,M,Blue,Winter,4.0,Yes,Standard,No,Yes,13.0,PayPal,Monthly
CUST0155,40.0,89433.44,Male,Jacket,Clothing,337.77,Miami  ,XL,Black,Fall,4.0,Yes,Same-Day,Yes,Yes,5.0,Credit Card,Fortnightly
CUST0156,56.0,47418.96,Male,Shoes,Footwear,128.94,New York,L,White,Spring,5.0,No,Standard,Yes,Yes,10.0,Credit Card,Weekly
CUST0157,62.0,59509.59,Male,Shirt,Clothing,37.19,Los Angeles,S,White,Summer,4.0,No,Standard,Yes,Yes,8.0,Credit Card,Fortnightly
CUST0158,32.0,62340.62,Female,Shoes,Footwear,96.51,Houston,S,Red,Spring,4.0,No,Same-Day,No,No,8.0,Credit Card,Monthly
CUST0159,60.0,45557.44,Male,Shirt,Clothing,101.48,Houston,L,Blue,Winter,5.0,Yes,Express,No,No,13.0,Debit Card,Weekly
CUST0160,46.0,102824.96,Male,Bag,Accessories,797.28,New York,M,White,Fall,5.0,Yes,Standard,No,No,8.0,Debit Card,Monthly
CUST0161,53.0,78991.87,Female,Jacket,Clothing,161.5,Miami,S,Yellow,Spring,4.0,No,Standard,No,Yes,10.0,Debit Card,Monthly
CUST0162,30.0,49377.69,Female,Bag,Accessories,97.79,Los Angeles,M,White,Spring,4.0,Yes,Same-Day,No,Yes,5.0,Debit Card,Weekly
CUST0163,49.0,102774.0,Female,Bag,Accessories,994.92,New York,L,Black,Spring,3.0,No,Express,Yes,Yes,12.0,Debit Card,Monthly
CUST0164,24.0,39442.63,Male,Dress,Clothing,143.52,Miami,L,Red,Spring,4.0,No,Express,Yes,No,3.0,Credit Card,Fortnightly
CUST0165,39.0,67780.68,Male,Dress,Clothing,107.4,Los Angeles  ,S,Green,Winter,5.0,Yes,Same-Day,Yes,No,9.0,PayPal,Monthly
CUST0166,45.0,113983.25,Male,Shoes,Footwear,372.39,Houston,L,Red,Winter,5.0,No,Express,No,No,12.0,Debit Card,Monthly
CUST0167,19.0,24189.37,Female,Shirt,Clothing,42.1,Los Angeles,XL,Green,Fall,5.0,Yes,Same-Day,No,No,2.0,Apple Pay,Monthly
CUST0168,59.0,82318.71,male,Bag,Accessories,145.2,Chicago,XL,Blue,Fall,5.0,Yes,Same-Day,Yes,No,10.0,Credit Card,Fortnightly
CUST0169,62.0,81862.03,Male,Jacket,Clothing,483.55,Los Angeles,S,Blue,Summer,5.0,No,Same-Day,No,Yes,9.0,Credit Card,Monthly
CUST0170,,31904.54,Female,Jacket,Clothing,192.95,Chicago,XL,White,Winter,4.0,Yes,,No,No,0.0,PayPal,Monthly
CUST0171,45.0,93153.33,Female,Dress,Clothing,430.57,Los Angeles,M,Yellow,Spring,5.0,No,Standard,Yes,No,9.0,Apple Pay,Fortnightly
CUST0172,45.0,53722.16,Female,Jacket,Clothing,110.8,Chicago,S,Blue,Spring,5.0,Yes,Standard,Yes,No,5.0,Debit Card,Weekly
CUST0173,61.0,88480.54,Female,Shoes,Unknown,315.42,Houston,S,White,Summer,5.0,No,Same-Day,No,Yes,13.0,Debit Card,Weekly
CUST0174,61.0,66301.96,Female,Pants,Clothing,148.88,Miami,M,Red,Spring,4.0,No,Standard,No,No,8.0,Google Pay,Weekly
CUST0175,37.0,64545.54,male,Dress,Clothing,76.21,Chicago,XL,Blue,Summer,5.0,No,Standard,Yes,No,6.0,Google Pay,Monthly
CUST0176,47.0,111225.23,Female,Dress,Clothing,392.66,Chicago,XL,Red,Fall,5.0,Yes,Standard,No,No,11.0,PayPal,Weekly
